id,sentence1,sentence2,label,similarity,similarity_percentage,plagiarism_status
748,This wonderful structure is within the National Register of Historic Places and has undergone a luxurious and ongoing restoration process in recent years .,This luxurious and ongoing structure is on the National Register of Historic Places and has undergone a marvelous restoration process in recent years .,0,0.7266101926384432,72.66101926384432,Possible Plagiarism
749,"In 1902 , he apparently died by suicide , his daughter Bertha inherited the company and shortly afterwards married Gustav Halbach , grandson of Henry Bohlen .","In 1902 he died , apparently , by suicide . His daughter Bertha inherited the company and shortly thereafter married Gustav Halbach , the grandson of Henry Bohlen .",1,0.8143833503079119,81.4383350307912,Possible Plagiarism
750,Mike Alonzo meets with his best friend Jim ( Freddy Rodriguez ) in Los Angeles .,Jim meets his best friend Mike Alonzo ( Freddy Rodriguez ) in Los Angeles .,0,0.7297273805759764,72.97273805759764,Possible Plagiarism
751,"In 1933 , Carleman published a short proof of what Denjoy -- Carleman -- Ahlfors Theorem is called today .",In 1933 Carleman published a short proof of what is now called the Denjoy -- Carleman -- Ahlfors theorem .,1,0.7646612896138454,76.46612896138454,Possible Plagiarism
752,Cafcass is represented in the National Family Justice Board and has 10 out of 42 local Family Justice boards as chairs .,Cafcass is represented on the local Family Justice Board and chairs 10 out of 42 national Family Justice Boards .,0,0.7736095163372212,77.36095163372212,Possible Plagiarism
753,"The son of Wu Xiang , Wu Sangui , was the commander of Shanhai Pass , the last major obstacle between Manchu and Beijing .","Wu Sangui 's son Wu Xiang was the commander of Shanhai Pass , the last major obstacle between the Manchus and Beijing .",0,0.6694188517266486,66.94188517266485,Not Plagiarized
754,"However , Romuald intercepted and destroyed part of the Roman army in Forino , between Avellino and Salerno .","However , Romuald intercepted part of the Roman army at Forino , between Avellino and Salerno , and destroyed it .",1,0.7669315927137316,76.69315927137316,Possible Plagiarism
755,"Fortunately , Edward John Dent 's Cousin , Richard Rippon , was willing to have him .","Fortunately , Richard Rippon 's cousin , Edward John Dent , was willing to have him .",0,0.581969669221429,58.1969669221429,Not Plagiarized
756,"The dictionary form of a verb is the infinitive , which occasionally ends with `` -c '' ( usually with `` -c '' ) .","The dictionary form of a verb is the infinitive , which occasionally ends with `` -ć '' ( usually with `` -c '' ) .",1,1.0000000000000007,100.00000000000007,Possible Plagiarism
757,The Meissner effect was minimized provided that the brothers Fritz and Heinz London provided a phenomenological explanation that the electromagnetic free energy is given in a superconductor .,"The Meissner effect was minimized provided a phenomenological explanation by the brothers Fritz and Heinz London , who showed that the electromagnetic free energy in a superconductor is given",1,0.6959163102568332,69.59163102568333,Not Plagiarized
758,"Xavi has won 31 trophies , only surpassed by Andrés Iniesta as the most successful Spanish player in history .",Xavi has won 31 trophies and was only surpassed by Andrés Iniesta as the most successful Spanish player in history .,1,0.9999999999999992,99.99999999999993,Possible Plagiarism
759,This neurological disease is caused by a lack of thiamine ( vitamin B ) in the brain and is often amplified by the neurotoxic effects of alcohol .,"This neurological disorder is caused by a lack of thiamine ( vitamin B ) in the brain , and is also often exacerbated by the neurotoxic effects of alcohol .",1,0.5586177528223197,55.861775282231974,Not Plagiarized
760,"After playing in England for Millwall , Clapton Orient and Chelmsford City , Walsingham moved to Italy to play with Genoa and Bologna .","Having played for Millwall , Clapton Orient and Chelmsford City in England , Walsingham moved to Italy to play with Genoa and Bologna .",1,0.6815214500542142,68.15214500542142,Not Plagiarized
761,"Melancholic melodies are paired with raw aggression , introspective acoustic moments and bluesy guitars .","Melancholic melodies are being paired with raw aggression , introspective acoustic moments and bluesy guitars .",1,1.0000000000000009,100.00000000000009,Possible Plagiarism
762,"The Ellesmere Island contains Canada 's northernmost point , Cape Columbia at 83 ° 6 ′ 41 `` N .","Ellesmere Island contains Canada 's northernmost point , Cape Columbia at 83 ° 6 ′ 41 `` N .",1,1.0000000000000009,100.00000000000009,Possible Plagiarism
763,"On October 15 , at the Bell Centre in Montréal , IBF Super - Middleweight - Champion Lucian Bute achieved an impressive ninth round KO over mandatory challenger Jesse Brinkley .","On October 15 , at the Bell Centre in Montréal , IBF Super Middleweight Champion Lucian Bute scored an impressive ninth round KO over mandatory challenger Jesse Brinkley .",1,0.8586557982260811,85.86557982260811,Possible Plagiarism
764,It operates as train number 12009 from Ahmedabad Junction to Mumbai Central and as train number 12010 in the reverse direction .,It runs as train number 12009 from Mumbai Central to Ahmedabad Junction and as train number 12010 in the opposite direction .,0,0.5927429089738194,59.274290897381945,Not Plagiarized
765,The smallest number that can be presented as a sum of four different powers in two positive and seventh ways is 2056364173794800 .,The smallest number that can be represented in two different ways as a sum of four positive seventh powers is 2056364173794800 .,0,0.4104070671759876,41.040706717598766,Not Plagiarized
766,"Eurico ( born September 23 , 1984 in Toledo ) , known as Eurico Alessandro Degaspari , is a Brazilian footballer who plays as defender of the left for Piracicaba .","Eurico ( born September 23 , 1984 in Toledo ) , known as Eurico Alessandro Degaspari , is a Brazilian footballer who plays as left back for Piracicaba .",1,0.885134585641534,88.5134585641534,Possible Plagiarism
767,"On a scale of 0 ( very clean ) to 10 ( highly corrupt ) , the Corruption Perceptions Index marked Zimbabwe 2.0 .",On a scale of 0 ( highly corrupt ) to 10 ( very clean ) marked the corruption perception index Zimbabwe 2.0 .,0,0.35999725569934854,35.99972556993485,Not Plagiarized
768,"On July 30 , 2012 , Corrêa was announced to have a test with Middlesbrough FC after being recommended by Club legend Juninho Paulista to manager Tony Mowbray .","On July 30 , 2012 , it was announced that Juninho Paulista will have a test with Middlesbrough FC after being recommended by Club legend Corrêa to manager Tony Mowbray .",0,0.7247051253824599,72.47051253824598,Possible Plagiarism
769,From perhaps the 25th century BC through to the 7th century AD it was an integral part of Assyria .,It was an integral part of Assyria from perhaps the 25th century BC to the 7th century A.D .,1,0.7846808650367368,78.46808650367369,Possible Plagiarism
770,"Cool winds come from the local Calanterique - forest and from the immense Cordillera Montecillos , a biological reserve on the southern edge of the valley .","From the giant Calanterique - forest and from the local Cordillera Montecillos , a biological reserve on the southern edge of the valley , cool winds flow .",0,0.5912379973057765,59.12379973057765,Not Plagiarized
771,"Knavesmire Primary School is located on Campleshon Road , at the southern end of Knavesmire Road .","The Knavesmire Primary School is situated on Campleshon Road , at the southern end of Knavesmire Road .",1,0.7714264711881896,77.14264711881896,Possible Plagiarism
772,"He moved to Allegheny County , Pennsylvania , and later to Pike , New York , and continued the practice of law .","He moved to Allegheny County , Pennsylvania , and later to Pike , New York , and continued the practice of law . Held various local offices .",1,0.7553879596506444,75.53879596506444,Possible Plagiarism
773,"Wallace was born in Church Hill , Maryland . He died in Haverford , Pennsylvania .","Wallace was born in Haverford , Pennsylvania and died in Church Hill , Maryland .",0,0.6694188517266485,66.94188517266485,Not Plagiarized
774,He was the son of Ivan Lorković and the sibling of Mladen Lorković .,He was the son of Ivan Lorković and the brother of Mladen Lorković .,1,0.6279041938452457,62.79041938452457,Not Plagiarized
775,"Their upper limbs ( femoras ) on their middle hind legs are also brown with a thin , long , yellow stripe .","Their upper hind legs ( femoras ) on their median legs are also brown with a thin , long , yellow stripe .",0,0.552068931519374,55.2068931519374,Not Plagiarized
776,"By contrast , the Allemanists insisted on the autonomy of the trade unions and saw the extra-parliamentary party merely as the political representative of the socialist workers ’ movement .","By contrast , the Allemanists insisted on the autonomy of the trade unions and saw the socialist party merely as the political representative of the extra-parliamentary workers ' movement .",0,0.7736095163372202,77.36095163372202,Possible Plagiarism
777,"He built weapon factories for Vtorov and Mikhelson in electrostal , Zatishye ( Moscow , Serpukhov ) and Bogorodsk ( Noginsk ) .","He built weapons factories for Vtorov and Mikhelson in Moscow , Serpukhov , Zatishye , Bogorodsk ( Noginsk ) .",0,0.4858995107811371,48.58995107811371,Not Plagiarized
778,"The types A and B were proposed in the 1970 ’ s , and the other types were proposed subsequently , when the first two proved insufficient to classify ADRs .","Types A and B were proposed in the 1970s , and the other types were proposed subsequently when the first two proved insufficient to classify ADRs .",1,0.7877964172867842,78.77964172867841,Possible Plagiarism
